ref,name,lat,long,local_ref,network,operator,shelter,bench,tactile_paving,wheelchair,departure_board,lit,bin,covered,passenger_information_display,pole,flag,kerb,traffic_sign,advertising,layer,street,crossing
503399516,Mountview Avenue,50.8501580,-1.1199484,,,,,,,,,,,,,,,,,,,Portsview Avenue,Mountview Avenue
503399520,Mountview Avenue,50.8502091,-1.1193208,,,,,,,,,,,,,,,,,,,Portsview Avenue,Mountview Avenue
503399539,Portsview Gardens,50.8503696,-1.1232072,,,,,,,,,,,,,,,,,,,Portsview Avenue,Portsview Gardens
503399545,Portsview Gardens,50.8503109,-1.1236515,,,,,,,,,,,,,,,,,,,Portsview Avenue,Conifer Mews
503399549,Fareham Park Road,50.8607770,-1.2096082,,,,no,no,no,,,,,,,,,,,,,Fareham Park Road,Lea-oak Gardens
503399555,Hunts Pond Road,50.8697495,-1.2642567,,,,,,,,,,,,,,,,,,,Hunts Pond Road,A27 Southampton Road
503399563,Wych Lane,50.8350674,-1.1771851,,,,,,,,,,,,,,,,,,,Fareham Road,Wych Lane
503399566,Wych Lane,50.8345616,-1.1758953,,,,,,,,,,,,,,,,,,,Fareham Road,Wych Lane
503399568,Cyanamid,50.8336545,-1.1739505,,,,,,,,,,,,,,,,,,,Fareham Road,Lederle Lane
503399573,Cyanamid,50.8328954,-1.1727835,,,,,,,,,,,,,,,,,,,Fareham Road,Bridgemary Way
503399576,Fleetlands,50.8311549,-1.1708031,,,,,,,,,,,,,,,,,,,Fareham Road,
503399581,Fleetlands,50.8308527,-1.1700416,,,,,,,,,,,,,,,,,,,Fareham Road,Foxbury Lane
503399584,Cunningham Drive,50.8278267,-1.1666866,,,,,,,,,,,,,,,,,,,Fareham Road,Cunningham Drive
503399590,Cunningham Drive,50.8275148,-1.1662437,,,,,,,,,,,,,,,,,,,Fareham Road,Opp Cunningham Drive
503399727,Stoners Close,50.8257758,-1.1808088,,,,,,,,,,,,,,,,,,,Stoners Close,Tukes Avenue
503399731,Tukes Avenue Shops,50.8270669,-1.1815246,,,,,,,,,,,,,,,,,,,Tukes Avenue,
503399734,Tukes Avenue Shops,50.8273862,-1.1821721,,,,,,,,,,,,,,,,,,,Tukes Avenue,Pettycot Crescent
503399738,Woodcot Primary School,50.8303480,-1.1826316,,,,,,,,,,,,,,,,,,,Tukes Avenue,Kent Road
503399746,Woodcot Primary School,50.8304745,-1.1827146,,,,,,,,,,,,,,,,,,,Tukes Avenue,
503399751,Meadow Walk,50.8324313,-1.1793774,,,,,,,,,,,,,,,,,,,Tukes Avenue,Wych Lane
503399758,Meadow Walk,50.8325415,-1.1791495,,,,,,,,,,,,,,,,,,,Tukes Avenue,Wych Lane
503399763,Wych Lane Arch,50.8343116,-1.1771802,,,,,,,,,,,,,,,,,,,Wych Lane,Fareham Road
503399779,Gregson Avenue,50.8265545,-1.1777799,,,,,,,,,,,,,,,,,,,Gregson Avenue,Wych Lane
503399783,Gregson Avenue,50.8264829,-1.1777722,,,,,,,,,,,,,,,,,,,Gregson Avenue,Wych Lane
503399788,Nobes Avenue Shops,50.8270534,-1.1757743,,,,,,,,,,,,,,,,,,,Nobes Avenue,Gregson Avenue
503399793,Nobes Avenue Shops,50.8269151,-1.1752940,,,,,,,,,,,,,,,,,,,Nobes Avenue,Keyes Road
503399952,Clandon Drive,50.9823499,-1.3608896,,,,,,,,,,,,,,,,,,,Bosville,Clandon Drive
503399957,Birch Grove,50.9853884,-1.3590670,,,,,,,,,,,,,,,,,,,Bosville,Sovereign Way
503399965,Highcliffe Drive,50.9867945,-1.3563834,,,,,,,,,,,,,,,,,,,Bosville,Highcliffe Drive
503399970,Allbrook Knoll,50.9867931,-1.3528786,,,,,,,,,,,,,,,,,,,Woodside Avenue,Knowle Hill
503399975,Allbrook Knoll,50.9866647,-1.3524244,,,,,,,,,,,,,,,,,,,Woodside Avenue,Knowle Hill
503399980,Bosville,50.9860102,-1.3560380,,,,,,,,,,,,,,,,,,,Woodside Avenue,Bosville
503399984,Broadlands Avenue South,50.9827406,-1.3583484,,,,,,,,,,,,,,,,,,,Woodside Avenue,Broadlands Avenue
503399987,Bosville,50.9822352,-1.3596518,,,,,,,,,,,,,,,,,,,Woodside Avenue,Bosville
503399990,Arundel Road,50.9845999,-1.3546899,,,,,,,,,,,,,,,,,,,Broadlands Avenue,Arundel Road
503399993,Arundel Road,50.9843019,-1.3544518,,,,,,,,,,,,,,,,,,,Broadlands Avenue,Breamore Close
503399997,Chatsworth Road,50.9827150,-1.3537045,,,,,,,,,,,,,,,,,,,Broadlands Avenue,Chatsworth Road
503400002,Chatsworth Road,50.9818897,-1.3540721,,,,,,,,,,,,,,,,,,,Broadlands Avenue,Mountbatten Road
503400006,Royston Avenue,50.9813597,-1.3558032,,,,,,,,,,,,,,,,,,,Broadlands Avenue,Royston Avenue
503400011,Royston Avenue,50.9814646,-1.3568844,,,,,,,,,,,,,,,,,,,Broadlands Avenue,Lydiard Close
503400031,Thorn Close,50.9796076,-1.3560411,,,,,,,,,,,,,,,,,,,St Catherine's Road,Thorn Close
503400037,Thorn Close,50.9795064,-1.3556437,,,,,,,,,,,,,,,,,,,St Catherines Road,Thorn Close
503400042,St Catherine's Road,50.9787750,-1.3534743,,,,,,,,,,,,,,,,,,,Ruskin Road,St Catherine's Road
503400051,Rosebery Crescent,50.9817420,-1.3501281,,,,,,,,,,,,,,,,,,,Twyford Road,Rosebery Crescent
503400056,Rosebery Crescent,50.9815337,-1.3498746,,,,,,,,,,,,,,,,,,,Twyford Road,Rosebery Crescent
503400061,Esso Petrol Station,50.9795717,-1.3495744,,,,no,,,,,,,,,,,,,,,Twyford Road,Bramble Close
503400063,Bp Petrol Station,50.9789055,-1.3494412,,,,,,,,,,,,,,,,,,,Twyford Road,Albert Road
503400067,Golden Hind,50.9759857,-1.3499521,,,,,,,,,,,,,,,,,,,Twyford Road,St John's Road
503400073,Golden Hind,50.9755542,-1.3499723,,,,,,,,,,,,,,,,,,,Twyford Road,St John's Road
503400078,Byron Road,50.9746457,-1.3515518,,,,,,,,,,,,,,,,,,,Shakespeare Road,Hathaway Close
503400084,Byron Road,50.9750004,-1.3522733,,,,,,,,,,,,,,,,,,,Shakespeare Road,Byron Road
503400088,Shakespeare Junior and Infants School,50.9764176,-1.3548603,,,,,,,,,,,,,,,,,,,Shakespeare Road,Arthur Road
503400094,Shakespeare Junior and Infants School,50.9767566,-1.3559951,,,,,,,,,,,,,,,,,,,Shakespeare Road,Ruskin Road
503400100,The Arrow Ph,50.9775736,-1.3606702,,,,,,,,,,,,,,,,,,,Shakespeare Road,Whyteways
503400106,The Arrow Ph,50.9775112,-1.3607708,,,,,,,,,,,,,,,,,,,Shakespeare Road,Whyteways
503400112,Rookwood Close,50.9854336,-1.3509741,,,,,,,,,,,,,,,,,,,Twyford Road,The Paddock
503400118,Allbrook Post Office,50.9877273,-1.3462262,,,,,,,,,,,,,,,,,,,Allbrook Hill,Highbridge Road
503400123,Allbrook Post Office,50.9877901,-1.3462111,,,,,,,,,,,,,,,,,,,Allbrook Hill,Highbridge Road
503400128,Pitmore Road (middle),50.9906402,-1.3477099,,,,,,,,,,,,,,,,,,,Pitmore Road,
503400133,Pitmore Road (middle),50.9909847,-1.3482180,,,,,,,,,,,,,,,,,,,Pitmore Road,
503400139,Pitmore Road (top),50.9924385,-1.3492805,,,,,,,,,,,,,,,,,,,Pitmore Road,
503400144,Pitmore Road (top),50.9927202,-1.3498181,,,,,,,,,,,,,,,,,,,Pitmore Road,
503400148,Pitmore Post Office,50.9952520,-1.3519172,,,,,,,,,,,,,,,,,,,Pitmore Road,Lincolns Rise
503400151,Pitmore Post Office,50.9953843,-1.3523607,,,,,,,,,,,,,,,,,,,Pitmore Road,Lincolns Rise
503400154,The Nuffield Hospital,50.9970486,-1.3601177,,,,,,,,,,,,,,,,,,,Winchester Road,Hocombe Road
503400160,The Nuffield Hospital,50.9970163,-1.3606384,,,,,,,,,,,,,,,,,,,Winchester Road,Thornbury Wood
503400165,Thornden School,50.9944664,-1.3648128,,,,,,,,,,,,,,,,,,,Winchester Road,Hiltingbury Road
503400183,Asda Car Park Bus Shelter,50.9673569,-1.3907601,,,,,,,,,,,,,,,,,,,Off Bournemouth Road,
503400190,Stoneham Lane (trojans),50.9506850,-1.3738518,,,,no,no,no,,,,,,,,,,,,,Stoneham Lane,
503400196,Stoneham Lane (trojans),50.9506845,-1.3737664,,,,no,no,no,,,,,,,,,,,,,Stoneham Lane,
503400223,St Nicolas Church,50.9539931,-1.3736223,,,,,,,,,,,,,,,,,,,Stoneham Lane,
503400232,St Nicolas Church,50.9539836,-1.3735228,,,,,,,,,,,,,,,,,,,Stoneham Lane,
503400239,Concorde Club,50.9561411,-1.3717283,,,,,,,,,,,,,,,,,,,Stoneham Lane,
503400245,Concorde Club,50.9564657,-1.3718805,,,,,,,,,,,,,,,,,,,Stoneham Lane,
503400250,Barton Peveril College,50.9611042,-1.3653809,,,,,,,,,,,,,,,,,,,Chestnut Avenue,Friars Road
503400258,Barton Peveril College,50.9611793,-1.3650688,,,,,,,,,,,,,,,,,,,Chestnut Avenue,Friars Road
503400263,Eastleigh College,50.9607107,-1.3603748,,,,,,,,,,,,,,,,,,,Chestnut Avenue,Cheriton Road
503400270,Eastleigh College,50.9609682,-1.3597590,,,,,,,,,,,,,,,,,,,Chestnut Avenue,Mansbridge Road
503400274,Desborough Road,50.9607704,-1.3565009,,,,,,,,,,,,,,,,,,,Chestnut Avenue,Desborough Road
503400279,Desborough Road,50.9604770,-1.3554798,,,,,,,,,,,,,,,,,,,Chestnut Avenue,Doncaster Road
503400284,York Road,50.9592640,-1.3556674,,,,,,,,,,,,,,,,,,,Southampton Road,Mitchell Way
503400289,York Road,50.9584667,-1.3562211,,,,,,,,,,,,,,,,,,,Wide Lane,Doncaster Road
503400293,Southampton Parkway Railway Station,50.9527140,-1.3616093,,,,,,,,,,,,,,,,,,,Wide Lane,
503400297,Southampton Parkway Railway Station,50.9507484,-1.3632802,,,,,,,,,,,,,,,,,,,Wide Lane,
503400302,Derby Road,50.9622621,-1.3530485,,,,,,,,,,,,,,,,,,,Southampton Road,Derby Road
503400306,Derby Road,50.9625045,-1.3529740,,,,,,,,,,,,,,,,,,,Southampton Road,Derby Road
503400310,Campbell Road,50.9647716,-1.3515327,,,,,,,,,,,,,,,,,,,Southampton Road,Grantham Road
503400315,Campbell Road,50.9647441,-1.3514334,,,,,,,,,,,,,,,,,,,Southampton Road,Grantham Road
503400320,The Swan Centre,50.9675551,-1.3507676,,,,,,,,,,,,,,,,,,,Southampton Road,Wells Place
503400323,Eastleigh Railway Station,50.9694203,-1.3503566,,,,,,,,,,,,,,,,,,,Station Hill,Leigh Road
503400326,Stand E,50.9696574,-1.3519745,E,,,,,,,,,,,,,,,,,,Upper Market Street,Leigh Road
503400329,Stand D,50.9698102,-1.3519723,D,,,,,,,,,,,,,,,,,,Upper Market Street,Leigh Road
503400333,Stand C,50.9699541,-1.3519703,C,,,,,,,,,,,,,,,,,,Upper Market Street,Leigh Road
503400337,Stand B,50.9701159,-1.3519681,B,,,,,,,,,,,,,,,,,,Upper Market Street,Romsey Road
503400343,Stand A,50.9702955,-1.3519542,A,,,,,,,,,,,,,,,,,,Upper Market Street,Romsey Road
503400348,Newtown Road,50.9705334,-1.3543151,,,,,,,,,,,,,,,,,,,Romsey Road,Newtown Road
503400353,Good Companions,50.9700178,-1.3603040,,,,,,,,,,,,,,,,,,,Leigh Road,Smithe Close
503400360,Good Companions,50.9700302,-1.3609305,,,,,,,,,,,,,,,,,,,Leigh Road,Brookwood Avenue
503400366,Dew Lane,50.9710069,-1.3652468,,,,,,,,,,,,,,,,,,,Leigh Road,Dew Lane
503400372,Dew Lane,50.9710725,-1.3657301,,,,,,,,,,,,,,,,,,,Leigh Road,Dew Lane
503400376,Spencer Road,50.9649877,-1.3694103,,,,,,,,,,,,,,,,,,,Derby Road,Passfield Avenue
503400381,Spencer Road,50.9650079,-1.3682516,,,,,,,,,,,,,,,,,,,Derby Road,Elm Grove
503400398,Tennyson Road,50.9642528,-1.3643131,,,,,,,,,,,,,,,,,,,Derby Road,Grantham Road
503400401,Tennyson Road,50.9644505,-1.3637991,,,,,,,,,,,,,,,,,,,Derby Road,Grantham Road
503400407,Nutbeam Road,50.9636903,-1.3592393,,,,,,,,,,,,,,,,,,,Derby Road,Nutbeem Road
503400412,Nutbeam Road,50.9637815,-1.3588048,,,,,,,,,,,,,,,,,,,Derby Road,Chamberlayne Road
503400417,All Saints Church,50.9633964,-1.3555754,,,,,,,,,,,,,,,,,,,Desborough Road,Derby Road
503400423,All Saints Church,50.9630923,-1.3543309,,,,,,,,,,,,,,,,,,,Derby Road,High Street
503400434,Chickenhall Lane,50.9702749,-1.3450328,,,,,,,,,,,,,,,,,,,Bishopstoke Road,Barton Road
503400449,Hamilton Road,50.9710515,-1.3344824,,,,,,,,,,,,,,,,,,,Sedgewick Road,Hamilton Road
503400453,Hamilton Road,50.9712851,-1.3344363,,,,,,,,,,,,,,,,,,,Sedgewick Road,Hamilton Road
503400457,East Drive,50.9735111,-1.3337066,,,,,,,,,,,,,,,,,,,Sedgewick Road,Underwood Road
503400462,West Drive,50.9741921,-1.3332838,,,,,,,,,,,,,,,,,,,Sedgewick Road,West Drive
503400467,Church Road,50.9750154,-1.3357219,,,,,,,,,,,,,,,,,,,Stoke Park Road,Church Road
503400472,St Mary's Church,50.9758177,-1.3360666,,,,,,,,,,,,,,,,,,,Church Road,Sydney Road
503400476,The Mount Hospital,50.9784295,-1.3351746,,,,,,,,,,,,,,,,,,,Church Road,
503400479,Foresters Arms Ph,50.9801753,-1.3306767,,,,,,,,,,,,,,,,,,,Stoke Common Road,Bishops Court
503400484,Jockey Lane,50.9779670,-1.3297825,,,,,,,,,,,,,,,,,,,Stoke Common Road,Jockey Lane
503400489,Drake Road,50.9767966,-1.3311098,,,,,,,,,,,,,,,,,,,Drake Road,Edward Avenue
503400492,Nelson Road,50.9747578,-1.3315522,,,,,,,,,,,,,,,,,,,Stoke Park Road,Drake Road
503400495,Nelson Road,50.9747144,-1.3318235,,,,,,,,,,,,,,,,,,,Stoke Park Road,Drake Road
503400499,Colchester Avenue,50.9737009,-1.3307270,,,,,,,,,,,,,,,,,,,Underwood Road,Colchester Avenue
503400505,Colchester Avenue,50.9737261,-1.3304133,,,,,,,,,,,,,,,,,,,Underwood Road,Colchester Avenue
503400508,East Drive,50.9724881,-1.3293771,,,,,,,,,,,,,,,,,,,East Drive,Underwood Road
503400514,East Drive,50.9722442,-1.3291812,,,,,,,,,,,,,,,,,,,Underwood Road,East Drive
503400518,Hamilton Road,50.9698599,-1.3289592,,,,,,,,,,,,,,,,,,,Hamilton Road,Underwood Road
503400525,Hamilton Road,50.9696701,-1.3287911,,,,,,,,,,,,,,,,,,,Underwood Road,Hamilton Road
503400530,Underwood Road,50.9696233,-1.3300450,,,,,,,,,,,,,,,,,,,Hamilton Road,
503400533,Underwood Road,50.9697069,-1.3305138,,,,,,,,,,,,,,,,,,,Hamilton Road,Sayers Road
503400540,Guest Road,50.9704215,-1.3328108,,,,,,,,,,,,,,,,,,,Guest Road,Hamilton Road
503400548,Guest Road,50.9705426,-1.3335497,,,,,,,,,,,,,,,,,,,Hamilton Road,Guest Road
503400555,Stoke Park Junior School,50.9667161,-1.3280219,,,,,,,,,,,,,,,,,,,Underwood Road,Alan Drayton Way
503400581,Manor Road,50.9662838,-1.3263619,,,,,,,,,,,,,,,,,,,Alan Drayton Way,Fairoak Road
503400588,Welcome Inn,50.9648867,-1.3226796,,,,,,,,,,,,,,,,,,,Fairoak Road,West Horton Lane
503400594,Welcome Inn,50.9646862,-1.3222268,,,,,,,,,,,,,,,,,,,West Horton Lane,Fairoak Road
503400602,Weavils Road,50.9648621,-1.3184505,,,,,,,,,,,,,,,,,,,Fairoak Road,Weavills Road
503400608,Weavils Road,50.9649832,-1.3176370,,,,,,,,,,,,,,,,,,,Fairoak Road,Weavills Road
503400614,Haig Road,50.9656220,-1.3146228,,,,,,,,,,,,,,,,,,,Fairoak Road,Haig Road
503400619,Haig Road,50.9657097,-1.3142370,,,,,,,,,,,,,,,,,,,Fairoak Road,Haig Road
503400623,New Clock Inn,50.9643891,-1.3068371,,,,,,,,,,,,,,,,,,,Sandy Lane,Fairoak Road
503400628,New Clock Inn,50.9642356,-1.3067397,,,,,,,,,,,,,,,,,,,Sandy Lane,Fairoak Road
503400633,New Road,50.9658005,-1.3052496,,,,,,,,,,,,,,,,,,,Sandy Lane,Brookfield Road
503400638,New Road,50.9664278,-1.3048842,,,,,,,,,,,,,,,,,,,Sandy Lane,Grangewood Gardens
503400643,Victena Road,50.9680859,-1.3037453,,,,,,,,,,,,,,,,,,,Sandy Lane,Latham Road
503400648,Victena Road,50.9683278,-1.3038020,,,,,,,,,,,,,,,,,,,Sandy Lane,Latham Road
503400654,Winchester Road,50.9717908,-1.3024399,,,,,,,,,,,,,,,,,,,Sandy Lane,Upper Barn Copse
503400658,Winchester Road,50.9717871,-1.3021929,,,,,,,,,,,,,,,,,,,Sandy Lane,Upper Barn Copse
503400662,Pyle Hill,50.9724250,-1.3017183,,,,,,,,,,,,,,,,,,,Winchester Road,Sandy Lane
503400666,Pyle Hill,50.9727677,-1.3018840,,,,,,,,,,,,,,,,,,,Winchester Road,Sandy Lane
503400670,The Fox and Hounds Ph,50.9760730,-1.3026307,,,,,,,,,,,,,,,,,,,Winchester Road,Hill Close
503400673,The Fox and Hounds Ph,50.9761194,-1.3027617,,,,,,,,,,,,,,,,,,,Winchester Road,Hill Close
503400678,Hill Close,50.9776740,-1.3030284,,,,,,,,,,,,,,,,,,,B3354 Winchester Road,Hill Close
503400687,Hill Close,50.9778660,-1.3033033,,,,,,,,,,,,,,,,,,,B3354 Winchester Road,Hill Close
503400694,Hill View Caravan Park,50.9812674,-1.3051755,,,,,,,,,,,,,,,,,,,Main Road,
503400703,Hill View Caravan Park,50.9812671,-1.3050474,,,,,,,,,,,,,,,,,,,Main Road,
503400709,Witt Road,50.9688997,-1.2989626,,,,,,,,,,,,,,,,,,,Witt Road,Winchester Road
503400717,Witt Road,50.9684680,-1.2986729,,,,,,,,,,,,,,,,,,,Winchester Road,Witt Road
503400723,Hall Lands Lane,50.9652702,-1.2918285,,,,,,,,,,,,,,,,,,,Mortimers Lane,Pembers Close
503400731,Hall Lands Lane,50.9651710,-1.2917731,,,,,,,,,,,,,,,,,,,Mortimers Lane,Pembers Close
503400736,Bradshaw Close,50.9662477,-1.2869432,,,,,,,,,,,,,,,,,,,Mortimers Lane,Cedar Wood Close
503400741,Bradshaw Close,50.9662109,-1.2868156,,,,,,,,,,,,,,,,,,,Mortimers Lane,Bradshaw Close
503400745,Fair Oak Square,50.9645517,-1.2979344,,,,,,,,,,,,,,,,,,,Fairoak Road,Winchester Road
503400750,Fair Oak Square,50.9646242,-1.2980187,,,,,,,,,,,,,,,,,,,Fairoak Road,Winchester Road
503400757,Shorts Road,50.9639801,-1.3015885,,,,,,,,,,,,,,,,,,,Fairoak Road,Hawthorn Close
503400760,Dean Road,50.9631462,-1.3034950,,,,,,,,,,,,,,,,,,,Fairoak Road,Trafford Way
503400771,Wyvern School,50.9600398,-1.2953003,,,,,,,,,,,,,,,,,,,Botley Road,Pavilion Close
503400776,Wyvern School,50.9599853,-1.2951018,,,,,,,,,,,,,,,,,,,Botley Road,Pavilion Close
503400782,White Tree Farm,50.9579235,-1.2948448,,,,,,,,,,,,,,,,,,,Botley Road,Pavilion Close
503400788,White Tree Farm,50.9579240,-1.2949303,,,,,,,,,,,,,,,,,,,Botley Road,Pavilion Close
503400793,Horton Heath Cross Roads,50.9544520,-1.2947977,,,,,,,,,,,,,,,,,,,Botley Road,Knowle Lane
503400798,Horton Heath Cross Roads,50.9535167,-1.2947834,,,,,,,,,,,,,,,,,,,Botley Road,Knowle Lane
503400802,Chapel Drove,50.9537302,-1.2958907,,,,,,,,,,,,,,,,,,,Knowle Lane,Botley Road
503400808,Chapel Drove,50.9535728,-1.2966334,,,,,,,,,,,,,,,,,,,Knowle Lane,Exmouth Gardens
503400813,St Catherines View,50.9115389,-1.3114061,,,,,,,,,,,,,,,,,,,Upper Northam Road,Chalice Court
503400819,Netley Firs Road,50.9114969,-1.3119188,,,,,,,,,,,,,,,,,,,Upper Northam Road,St Catherines View
503400824,Greta Park Recreation Ground,50.9129827,-1.3061643,,,,,,,,,,,,,,,,,,,Upper Northam Road,The Close
503400828,Greta Park Recreation Ground,50.9128668,-1.3063367,,,,,,,,,,,,,,,,,,,Upper Northam Road,The Close
503400833,,50.9139503,-1.3040446,,,,yes,yes,,,,,,,,,,,,,,,
503400836,,50.9130946,-1.3037911,,,,yes,yes,,,,,,,,,,,,,,,
503400838,,50.9124126,-1.3039811,,,,yes,yes,,,,,,,,,,,,,,,
503400842,,50.9137446,-1.3027390,,,,yes,yes,,,,,,,,,,,,,,,
503400847,,50.9141002,-1.3020509,,,,yes,yes,,,,,,,,,,,,,,,
503400851,Ratcliffe Road,50.9161125,-1.3032015,,,,,,,,,,,,,,,,,,,Wildern Lane,Dean Court
503400856,Wildern School,50.9177571,-1.3030205,,,,,,,,,,,,,,,,,,,Wildern Lane,
503400862,Wildern School,50.9188636,-1.3039836,,,,,,,,,,,,,,,,,,,Wildern Lane,
503400866,Hedge End Junior School,50.9197808,-1.3045836,,,,,,,,,,,,,,,,,,,Wildern Lane,Jasmine Road
503400873,Westward Road,50.9213677,-1.3037775,,,,,,,,,,,,,,,,,,,Wildern Lane,Westward Road
503400878,Westward Road,50.9213238,-1.3039631,,,,,,,,,,,,,,,,,,,Wildern Lane,Westward Road
503400883,Westward Road,50.9218255,-1.3006264,,,,,,,,,,,,,,,,,,,Grange Road,Locke Road
503400890,Botleigh Grange Hotel,50.9197282,-1.2973003,,,,,,,,,,,,,,,,,,,Grange Road,Missenden Acres
503400894,Botleigh Grange Hotel,50.9198386,-1.2977112,,,,,,,,,,,,,,,,,,,Grange Road,Missenden Acres
503400900,Maypole Retirement Home,50.9168324,-1.2928200,,,,,,,,,,,,,,,,,,,Grange Road,Longclose Road
503400904,Maypole Retirement Home,50.9167850,-1.2924082,,,,,,,,,,,,,,,,,,,Grange Road,
503400908,Maypole Retirement Home,50.9158698,-1.2927493,,,,,,,,,,,,,,,,,,,Lower Northam Road,Beech Road
503400913,Maypole Retirement Home,50.9158055,-1.2925226,,,,,,,,,,,,,,,,,,,Lower Northam Road,
503400915,Hobb Lane,50.9150494,-1.2968728,,,,,,,,,,,,,,,,,,,Lower Northam Road,Hobb Lane
503400916,Hobb Lane,50.9149212,-1.2979844,,,,,,,,,,,,,,,,,,,Lower Northam Road,Hobb Lane
503400922,Goodlands Vale,50.9146503,-1.3129250,,,,,,,,,,,,,,,,,,,Turnpike Way,Goodlands Vale
503400939,Goodlands Vale,50.9146407,-1.3128113,,,,,,,,,,,,,,,,,,,Turnpike Way,Goodlands Vale
503400944,Coltsfoot Close,50.9180486,-1.3066723,,,,,,,,,,,,,,,,,,,Turnpike Way,Coltsfoot Close
503400949,Coltsfoot Close,50.9182560,-1.3067688,,,,,,,,,,,,,,,,,,,Turnpike Way,Downscroft Gardens
503400954,Berrywood Gardens,50.9195164,-1.3085284,,,,,,,,,,,,,,,,,,,Turnpike Way,Berrywood Gardens
503400960,Berrywood Gardens,50.9196162,-1.3086692,,,,,,,,,,,,,,,,,,,Berrywood Gardens,Turnpike Way
503400964,Hedge End Superstores,50.9204975,-1.3121122,,,,,,,,,,,,,,,,,,,Off Tollbar Way,
503400968,Tollbar Way (McDonald's),50.9243790,-1.3126920,,,,,,,,,,,,,,,,,,,Tollbar Way,
503400973,Tollbar Way (McDonald's),50.9244034,-1.3122264,,,,,,,,,,,,,,,,,,,Tollbar Way,Botley Road
503400978,Herald Industrial Estate,50.9238363,-1.3075680,,,,,,,,,,,,,,,,,,,Botley Road,Flanders Road
503400980,Herald Industrial Estate,50.9237282,-1.3075411,,,,,,,,,,,,,,,,,,,Botley Road,Flanders Road
503400983,Great Mills Diy,50.9258788,-1.3108103,,,,,,,,,,,,,,,,,,,Tollbar Way,
503400985,Great Mills Diy,50.9261659,-1.3106922,,,,,,,,,,,,,,,,,,,Tollbar Way,
503400988,Stephenson Way Footpath,50.9310171,-1.3083579,,,,,,,,,,,,,,,,,,,Tollbar Way,
503400992,Peppercorn Way,50.9341877,-1.3046819,,,,,,,,,,,,,,,,,,,Maunsell Way,Greyhound Close
503400996,Peppercorn Way,50.9341820,-1.3037142,,,,,,,,,,,,,,,,,,,Maunsell Way,Wainwright Gardens
503401001,Marlborough Gardens,50.9331680,-1.3010824,,,,,,,,,,,,,,,,,,,Maunsell Way,Marlborough Gardens
503401005,Marlborough Gardens,50.9331144,-1.3011259,,,,,,,,,,,,,,,,,,,Maunsell Way,Marsh Gardens
503401010,Stanier Way,50.9318609,-1.2975586,,,,,,,,,,,,,,,,,,,Maunsell Way,Martley Gardens
503401015,Stanier Way,50.9319239,-1.2975577,,,,,,,,,,,,,,,,,,,Maunsell Way,Martley Gardens
503401018,Hedge End Station,50.9320684,-1.2946809,,,,,,,,,,,,,,,,,,,Stroudley Way,Martley Gardens
503401023,Shamblehurst Barn Ph,50.9305061,-1.2950887,,,,,,,,,,,,,,,,,,,Watkin Road,Maunsell Way
503401028,Shamblehurst Barn Ph,50.9304058,-1.2948483,,,,,,,,,,,,,,,,,,,Maunsell Way,Watkin Road
503401031,Giles Close,50.9273204,-1.2962041,,,,,,,,,,,,,,,,,,,Maunsell Way,Giles Close
503401036,Giles Close,50.9271061,-1.2964492,,,,,,,,,,,,,,,,,,,Maunsell Way,Giles Close
503401041,Walker Gardens,50.9229171,-1.2982055,,,,,,,,,,,,,,,,,,,Locke Road,Walker Gardens
503401046,Walker Gardens,50.9225399,-1.2982965,,,,,,,,,,,,,,,,,,,Locke Road,Missenden Acres
503401050,Stirling Crescent,50.9255217,-1.2976683,,,,,,,,,,,,,,,,,,,Drummond Road,
503401053,Stirling Crescent,50.9254588,-1.2976693,,,,,,,,,,,,,,,,,,,Drummond Road,
503401056,Drummond Community Centre,50.9258522,-1.3002814,,,,,,,,,,,,,,,,,,,Drummond Road,
503401059,Drummond Community Centre,50.9260549,-1.3011036,,,,,,,,,,,,,,,,,,,Drummond Road,
503401061,Grange Park Caravan Park,50.9254229,-1.3021803,,,,,,,,,,,,,,,,,,,Shamblehurst Lane South,
503401066,Navigator's Way,50.9234660,-1.3027787,,,,,,,,,,,,,,,,,,,Shamblehurst Lane South,Navigator's Way
503401072,Navigator's Way,50.9231963,-1.3027827,,,,,,,,,,,,,,,,,,,Birchwood Gardens,Shamblehurst Lane South
503401092,Jacksons Farm,50.9401877,-1.2989703,,,,,,,,,,,,,,,,,,,Bubb Lane,
503401097,Jacksons Farm,50.9401333,-1.2989000,,,,,,,,,,,,,,,,,,,Bubb Lane,
503401104,Maunsell Way,50.9358473,-1.3055110,,,,,,,,,,,,,,,,,,,Tollbar Way,Arthurs Gardens
503401109,Maunsell Way,50.9355891,-1.3059418,,,,,,,,,,,,,,,,,,,Tollbar Way,Arthurs Gardens
503401115,Burnetts Lane,50.9345107,-1.3136713,,,,,,,,,,,,,,,,,,,Moorgreen Road,Burnetts Lane
503401121,Allotments,50.9331464,-1.3171779,,,,,,,,,,,,,,,,,,,Moorgreen Road,Raymond Close
503401125,Allotments,50.9332096,-1.3172197,,,,,,,,,,,,,,,,,,,Moorgreen Road,Raymond Close
503401128,Barnetts Lane,50.9345563,-1.3137845,,,,,,,,,,,,,,,,,,,Moorgreen Road,Burnetts Lane
503401134,Southampton Arms Ph,50.9323895,-1.3200067,,,,,,,,,,,,,,,,,,,Moorgreen Road,Raymond Close
